PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,alone,deck,has_deck,Surname,Title,n_fam,FamilyID,Family_Survival_Rate
515,No,Third,"Coleff, Mr. Satio",male,Young Adults (19-30),0,0,349209,7.4958,UNK,S,True,UNK,0,Coleff,Mr,0,-1,-1
516,No,First,"Walker, Mr. William Anderson",male,Middle Age (46-60),0,0,36967,34.0208,D46,S,True,D,1,Walker,Mr,0,-1,-1
517,Yes,Second,"Lemore, Mrs. (Amelia Milley)",female,Adults (31-45),0,0,C.A. 34260,10.5,F33,S,True,F,1,Lemore,Mrs,0,-1,-1
518,No,Third,"Ryan, Mr. Patrick",male,Young Adults (19-30),0,0,371110,24.15,UNK,Q,True,UNK,0,Ryan,Mr,0,-1,-1
519,Yes,Second,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,Adults (31-45),1,0,226875,26.0,UNK,S,False,UNK,0,Angle,Mrs,1,-1,-1
520,No,Third,"Pavlovic, Mr. Stefo",male,Adults (31-45),0,0,349242,7.8958,UNK,S,True,UNK,0,Pavlovic,Mr,0,-1,-1
521,Yes,First,"Perreault, Miss. Anne",female,Young Adults (19-30),0,0,12749,93.5,B73,S,True,B,1,Perreault,Miss,0,-1,-1
522,No,Third,"Vovk, Mr. Janko",male,Young Adults (19-30),0,0,349252,7.8958,UNK,S,True,UNK,0,Vovk,Mr,0,-1,-1
523,No,Third,"Lahoud, Mr. Sarkis",male,Young Adults (19-30),0,0,2624,7.225,UNK,C,True,UNK,0,Lahoud,Mr,0,-1,-1
524,Yes,First,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,Adults (31-45),0,1,111361,57.9792,B18,C,False,B,1,Hippach,Mrs,1,24,1
525,No,Third,"Kassem, Mr. Fared",male,Young Adults (19-30),0,0,2700,7.2292,UNK,C,True,UNK,0,Kassem,Mr,0,-1,-1
526,No,Third,"Farrell, Mr. James",male,Adults (31-45),0,0,367232,7.75,UNK,Q,True,UNK,0,Farrell,Mr,0,-1,-1
527,Yes,Second,"Ridsdale, Miss. Lucy",female,Middle Age (46-60),0,0,W./C. 14258,10.5,UNK,S,True,UNK,0,Ridsdale,Miss,0,-1,-1
528,No,First,"Farthing, Mr. John",male,Adults (31-45),0,0,PC 17483,221.7792,C95,S,True,C,1,Farthing,Mr,0,-1,-1
529,No,Third,"Salonen, Mr. Johan Werner",male,Adults (31-45),0,0,3101296,7.925,UNK,S,True,UNK,0,Salonen,Mr,0,-1,-1
530,No,Second,"Hocking, Mr. Richard George",male,Young Adults (19-30),2,1,29104,11.5,UNK,S,False,UNK,0,Hocking,Mr,3,-1,-1
531,Yes,Second,"Quick, Miss. Phyllis May",female,Infants (0-12),1,1,26360,26.0,UNK,S,False,UNK,0,Quick,Miss,2,-1,-1
532,No,Third,"Toufik, Mr. Nakli",male,Young Adults (19-30),0,0,2641,7.2292,UNK,C,True,UNK,0,Toufik,Mr,0,-1,-1
533,No,Third,"Elias, Mr. Joseph Jr",male,Teens (13-18),1,1,2690,7.2292,UNK,C,False,UNK,0,Elias,Mr,2,-1,-1
534,Yes,Third,"Peter, Mrs. Catherine (Catherine Rizk)",female,Young Adults (19-30),0,2,2668,22.3583,UNK,C,False,UNK,0,Peter,Mrs,2,-1,-1
535,No,Third,"Cacic, Miss. Marija",female,Young Adults (19-30),0,0,315084,8.6625,UNK,S,True,UNK,0,Cacic,Miss,0,-1,-1
536,Yes,Second,"Hart, Miss. Eva Miriam",female,Infants (0-12),0,2,F.C.C. 13529,26.25,UNK,S,False,UNK,0,Hart,Miss,2,22,0
537,No,First,"Butt, Major. Archibald Willingham",male,Adults (31-45),0,0,113050,26.55,B38,S,True,B,1,Butt,Major,0,-1,-1
538,Yes,First,"LeRoy, Miss. Bertha",female,Young Adults (19-30),0,0,PC 17761,106.425,UNK,C,True,UNK,0,LeRoy,Miss,0,-1,-1
539,No,Third,"Risien, Mr. Samuel Beard",male,Young Adults (19-30),0,0,364498,14.5,UNK,S,True,UNK,0,Risien,Mr,0,-1,-1
540,Yes,First,"Frolicher, Miss. Hedwig Margaritha",female,Young Adults (19-30),0,2,13568,49.5,B39,C,False,B,1,Frolicher,Miss,2,-1,-1
541,Yes,First,"Crosby, Miss. Harriet R",female,Adults (31-45),0,2,WE/P 5735,71.0,B22,S,False,B,1,Crosby,Miss,2,-1,-1
542,No,Third,"Andersson, Miss. Ingeborg Constanzia",female,Infants (0-12),4,2,347082,31.275,UNK,S,False,UNK,0,Andersson,Miss,6,1,0
543,No,Third,"Andersson, Miss. Sigrid Elisabeth",female,Infants (0-12),4,2,347082,31.275,UNK,S,False,UNK,0,Andersson,Miss,6,1,0
544,Yes,Second,"Beane, Mr. Edward",male,Adults (31-45),1,0,2908,26.0,UNK,S,False,UNK,0,Beane,Mr,1,6,1
545,No,First,"Douglas, Mr. Walter Donald",male,Middle Age (46-60),1,0,PC 17761,106.425,C86,C,False,C,1,Douglas,Mr,1,-1,-1
546,No,First,"Nicholson, Mr. Arthur Ernest",male,Elderly (60+),0,0,693,26.0,UNK,S,True,UNK,0,Nicholson,Mr,0,-1,-1
547,Yes,Second,"Beane, Mrs. Edward (Ethel Clarke)",female,Young Adults (19-30),1,0,2908,26.0,UNK,S,False,UNK,0,Beane,Mrs,1,6,1
548,Yes,Second,"Padro y Manent, Mr. Julian",male,Young Adults (19-30),0,0,SC/PARIS 2146,13.8625,UNK,C,True,UNK,0,Padro y Manent,Mr,0,-1,-1
549,No,Third,"Goldsmith, Mr. Frank John",male,Adults (31-45),1,1,363291,20.525,UNK,S,False,UNK,0,Goldsmith,Mr,2,16,0
550,Yes,Second,"Davies, Master. John Morgan Jr",male,Infants (0-12),1,1,C.A. 33112,36.75,UNK,S,False,UNK,0,Davies,Master,2,-1,-1
551,Yes,First,"Thayer, Mr. John Borland Jr",male,Teens (13-18),0,2,17421,110.8833,C70,C,False,C,1,Thayer,Mr,2,47,0
552,No,Second,"Sharp, Mr. Percival James R",male,Young Adults (19-30),0,0,244358,26.0,UNK,S,True,UNK,0,Sharp,Mr,0,-1,-1
553,No,Third,"O'Brien, Mr. Timothy",male,Young Adults (19-30),0,0,330979,7.8292,UNK,Q,True,UNK,0,O'Brien,Mr,0,-1,-1
554,Yes,Third,"Leeni, Mr. Fahim (""Philip Zenni"")",male,Young Adults (19-30),0,0,2620,7.225,UNK,C,True,UNK,0,Leeni,Mr,0,-1,-1
555,Yes,Third,"Ohman, Miss. Velin",female,Young Adults (19-30),0,0,347085,7.775,UNK,S,True,UNK,0,Ohman,Miss,0,-1,-1
556,No,First,"Wright, Mr. George",male,Elderly (60+),0,0,113807,26.55,UNK,S,True,UNK,0,Wright,Mr,0,-1,-1
557,Yes,First,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,Middle Age (46-60),1,0,11755,39.6,A16,C,False,A,1,Duff Gordon,Lady,1,-1,-1
558,No,First,"Robbins, Mr. Victor",male,Adults (31-45),0,0,PC 17757,227.525,UNK,C,True,UNK,0,Robbins,Mr,0,-1,-1
559,Yes,First,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,Adults (31-45),1,1,110413,79.65,E67,S,False,E,1,Taussig,Mrs,2,45,0
560,Yes,Third,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,Adults (31-45),1,0,345572,17.4,UNK,S,False,UNK,0,de Messemaeker,Mrs,1,-1,-1
561,No,Third,"Morrow, Mr. Thomas Rowan",male,Young Adults (19-30),0,0,372622,7.75,UNK,Q,True,UNK,0,Morrow,Mr,0,-1,-1
562,No,Third,"Sivic, Mr. Husein",male,Adults (31-45),0,0,349251,7.8958,UNK,S,True,UNK,0,Sivic,Mr,0,-1,-1
563,No,Second,"Norman, Mr. Robert Douglas",male,Young Adults (19-30),0,0,218629,13.5,UNK,S,True,UNK,0,Norman,Mr,0,-1,-1
564,No,Third,"Simmons, Mr. John",male,Young Adults (19-30),0,0,SOTON/OQ 392082,8.05,UNK,S,True,UNK,0,Simmons,Mr,0,-1,-1
565,No,Third,"Meanwell, Miss. (Marion Ogden)",female,Young Adults (19-30),0,0,SOTON/O.Q. 392087,8.05,UNK,S,True,UNK,0,Meanwell,Miss,0,-1,-1
566,No,Third,"Davies, Mr. Alfred J",male,Young Adults (19-30),2,0,A/4 48871,24.15,UNK,S,False,UNK,0,Davies,Mr,2,-1,-1
567,No,Third,"Stoytcheff, Mr. Ilia",male,Young Adults (19-30),0,0,349205,7.8958,UNK,S,True,UNK,0,Stoytcheff,Mr,0,-1,-1
568,No,Third,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,Young Adults (19-30),0,4,349909,21.075,UNK,S,False,UNK,0,Palsson,Mrs,4,-1,-1
569,No,Third,"Doharr, Mr. Tannous",male,Young Adults (19-30),0,0,2686,7.2292,UNK,C,True,UNK,0,Doharr,Mr,0,-1,-1
570,Yes,Third,"Jonsson, Mr. Carl",male,Adults (31-45),0,0,350417,7.8542,UNK,S,True,UNK,0,Jonsson,Mr,0,-1,-1
571,Yes,Second,"Harris, Mr. George",male,Elderly (60+),0,0,S.W./PP 752,10.5,UNK,S,True,UNK,0,Harris,Mr,0,-1,-1
572,Yes,First,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,Middle Age (46-60),2,0,11769,51.4792,C101,S,False,C,1,Appleton,Mrs,2,-1,-1
573,Yes,First,"Flynn, Mr. John Irwin (""Irving"")",male,Adults (31-45),0,0,PC 17474,26.3875,E25,S,True,E,1,Flynn,Mr,0,-1,-1
574,Yes,Third,"Kelly, Miss. Mary",female,Young Adults (19-30),0,0,14312,7.75,UNK,Q,True,UNK,0,Kelly,Miss,0,-1,-1
575,No,Third,"Rush, Mr. Alfred George John",male,Teens (13-18),0,0,A/4. 20589,8.05,UNK,S,True,UNK,0,Rush,Mr,0,-1,-1
576,No,Third,"Patchett, Mr. George",male,Young Adults (19-30),0,0,358585,14.5,UNK,S,True,UNK,0,Patchett,Mr,0,-1,-1
577,Yes,Second,"Garside, Miss. Ethel",female,Adults (31-45),0,0,243880,13.0,UNK,S,True,UNK,0,Garside,Miss,0,-1,-1
578,Yes,First,"Silvey, Mrs. William Baird (Alice Munger)",female,Adults (31-45),1,0,13507,55.9,E44,S,False,E,1,Silvey,Mrs,1,43,0
579,No,Third,"Caram, Mrs. Joseph (Maria Elias)",female,Young Adults (19-30),1,0,2689,14.4583,UNK,C,False,UNK,0,Caram,Mrs,1,-1,-1
580,Yes,Third,"Jussila, Mr. Eiriik",male,Adults (31-45),0,0,STON/O 2. 3101286,7.925,UNK,S,True,UNK,0,Jussila,Mr,0,-1,-1
581,Yes,Second,"Christy, Miss. Julie Rachel",female,Young Adults (19-30),1,1,237789,30.0,UNK,S,False,UNK,0,Christy,Miss,2,-1,-1
582,Yes,First,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,Adults (31-45),1,1,17421,110.8833,C68,C,False,C,1,Thayer,Mrs,2,47,0
583,No,Second,"Downton, Mr. William James",male,Middle Age (46-60),0,0,28403,26.0,UNK,S,True,UNK,0,Downton,Mr,0,-1,-1
584,No,First,"Ross, Mr. John Hugo",male,Adults (31-45),0,0,13049,40.125,A10,C,True,A,1,Ross,Mr,0,-1,-1
585,No,Third,"Paulner, Mr. Uscher",male,Young Adults (19-30),0,0,3411,8.7125,UNK,C,True,UNK,0,Paulner,Mr,0,-1,-1
586,Yes,First,"Taussig, Miss. Ruth",female,Teens (13-18),0,2,110413,79.65,E68,S,False,E,1,Taussig,Miss,2,45,0
587,No,Second,"Jarvis, Mr. John Denzil",male,Middle Age (46-60),0,0,237565,15.0,UNK,S,True,UNK,0,Jarvis,Mr,0,-1,-1
588,Yes,First,"Frolicher-Stehli, Mr. Maxmillian",male,Middle Age (46-60),1,1,13567,79.2,B41,C,False,B,1,Frolicher-Stehli,Mr,2,-1,-1
589,No,Third,"Gilinski, Mr. Eliezer",male,Young Adults (19-30),0,0,14973,8.05,UNK,S,True,UNK,0,Gilinski,Mr,0,-1,-1
590,No,Third,"Murdlin, Mr. Joseph",male,Young Adults (19-30),0,0,A./5. 3235,8.05,UNK,S,True,UNK,0,Murdlin,Mr,0,-1,-1
591,No,Third,"Rintamaki, Mr. Matti",male,Adults (31-45),0,0,STON/O 2. 3101273,7.125,UNK,S,True,UNK,0,Rintamaki,Mr,0,-1,-1
592,Yes,First,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,Middle Age (46-60),1,0,36947,78.2667,D20,C,False,D,1,Stephenson,Mrs,1,-1,-1
593,No,Third,"Elsbury, Mr. William James",male,Middle Age (46-60),0,0,A/5 3902,7.25,UNK,S,True,UNK,0,Elsbury,Mr,0,-1,-1
594,No,Third,"Bourke, Miss. Mary",female,Young Adults (19-30),0,2,364848,7.75,UNK,Q,False,UNK,0,Bourke,Miss,2,-1,-1
595,No,Second,"Chapman, Mr. John Henry",male,Adults (31-45),1,0,SC/AH 29037,26.0,UNK,S,False,UNK,0,Chapman,Mr,1,-1,-1
596,No,Third,"Van Impe, Mr. Jean Baptiste",male,Adults (31-45),1,1,345773,24.15,UNK,S,False,UNK,0,Van Impe,Mr,2,50,0
597,Yes,Second,"Leitch, Miss. Jessie Wills",female,Young Adults (19-30),0,0,248727,33.0,UNK,S,True,UNK,0,Leitch,Miss,0,-1,-1
598,No,Third,"Johnson, Mr. Alfred",male,Middle Age (46-60),0,0,LINE,0.0,UNK,S,True,UNK,0,Johnson,Mr,0,-1,-1
599,No,Third,"Boulos, Mr. Hanna",male,Young Adults (19-30),0,0,2664,7.225,UNK,C,True,UNK,0,Boulos,Mr,0,-1,-1
600,Yes,First,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,Middle Age (46-60),1,0,PC 17485,56.9292,A20,C,False,A,1,Duff Gordon,Sir,1,-1,-1
601,Yes,Second,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,Young Adults (19-30),2,1,243847,27.0,UNK,S,False,UNK,0,Jacobsohn,Mrs,3,-1,-1
602,No,Third,"Slabenoff, Mr. Petco",male,Young Adults (19-30),0,0,349214,7.8958,UNK,S,True,UNK,0,Slabenoff,Mr,0,-1,-1
603,No,First,"Harrington, Mr. Charles H",male,Adults (31-45),0,0,113796,42.4,UNK,S,True,UNK,0,Harrington,Mr,0,-1,-1
604,No,Third,"Torber, Mr. Ernst William",male,Adults (31-45),0,0,364511,8.05,UNK,S,True,UNK,0,Torber,Mr,0,-1,-1
605,Yes,First,"Homer, Mr. Harry (""Mr E Haven"")",male,Adults (31-45),0,0,111426,26.55,UNK,C,True,UNK,0,Homer,Mr,0,-1,-1
606,No,Third,"Lindell, Mr. Edvard Bengtsson",male,Adults (31-45),1,0,349910,15.55,UNK,S,False,UNK,0,Lindell,Mr,1,-1,-1
607,No,Third,"Karaic, Mr. Milan",male,Young Adults (19-30),0,0,349246,7.8958,UNK,S,True,UNK,0,Karaic,Mr,0,-1,-1
608,Yes,First,"Daniel, Mr. Robert Williams",male,Young Adults (19-30),0,0,113804,30.5,UNK,S,True,UNK,0,Daniel,Mr,0,-1,-1
609,Yes,Second,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,Young Adults (19-30),1,2,SC/Paris 2123,41.5792,UNK,C,False,UNK,0,Laroche,Mrs,3,-1,-1
610,Yes,First,"Shutes, Miss. Elizabeth W",female,Adults (31-45),0,0,PC 17582,153.4625,C125,S,True,C,1,Shutes,Miss,0,-1,-1
611,No,Third,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,Adults (31-45),1,5,347082,31.275,UNK,S,False,UNK,0,Andersson,Mrs,6,1,0
612,No,Third,"Jardin, Mr. Jose Neto",male,Young Adults (19-30),0,0,SOTON/O.Q. 3101305,7.05,UNK,S,True,UNK,0,Jardin,Mr,0,-1,-1
613,Yes,Third,"Murphy, Miss. Margaret Jane",female,Young Adults (19-30),1,0,367230,15.5,UNK,Q,False,UNK,0,Murphy,Miss,1,34,1
614,No,Third,"Horgan, Mr. John",male,Young Adults (19-30),0,0,370377,7.75,UNK,Q,True,UNK,0,Horgan,Mr,0,-1,-1
615,No,Third,"Brocklebank, Mr. William Alfred",male,Adults (31-45),0,0,364512,8.05,UNK,S,True,UNK,0,Brocklebank,Mr,0,-1,-1
616,Yes,Second,"Herman, Miss. Alice",female,Young Adults (19-30),1,2,220845,65.0,UNK,S,False,UNK,0,Herman,Miss,3,-1,-1
617,No,Third,"Danbom, Mr. Ernst Gilbert",male,Adults (31-45),1,1,347080,14.4,UNK,S,False,UNK,0,Danbom,Mr,2,-1,-1
618,No,Third,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,Young Adults (19-30),1,0,A/5. 3336,16.1,UNK,S,False,UNK,0,Lobb,Mrs,1,29,0
619,Yes,Second,"Becker, Miss. Marion Louise",female,Infants (0-12),2,1,230136,39.0,F4,S,False,F,1,Becker,Miss,3,-1,-1
620,No,Second,"Gavey, Mr. Lawrence",male,Young Adults (19-30),0,0,31028,10.5,UNK,S,True,UNK,0,Gavey,Mr,0,-1,-1
621,No,Third,"Yasbeck, Mr. Antoni",male,Young Adults (19-30),1,0,2659,14.4542,UNK,C,False,UNK,0,Yasbeck,Mr,1,52,0
622,Yes,First,"Kimball, Mr. Edwin Nelson Jr",male,Adults (31-45),1,0,11753,52.5542,D19,S,False,D,1,Kimball,Mr,1,-1,-1
623,Yes,Third,"Nakid, Mr. Sahid",male,Young Adults (19-30),1,1,2653,15.7417,UNK,C,False,UNK,0,Nakid,Mr,2,-1,-1
624,No,Third,"Hansen, Mr. Henry Damsgaard",male,Young Adults (19-30),0,0,350029,7.8542,UNK,S,True,UNK,0,Hansen,Mr,0,-1,-1
625,No,Third,"Bowen, Mr. David John ""Dai""",male,Young Adults (19-30),0,0,54636,16.1,UNK,S,True,UNK,0,Bowen,Mr,0,-1,-1
626,No,First,"Sutton, Mr. Frederick",male,Elderly (60+),0,0,36963,32.3208,D50,S,True,D,1,Sutton,Mr,0,-1,-1
627,No,Second,"Kirkland, Rev. Charles Leonard",male,Middle Age (46-60),0,0,219533,12.35,UNK,Q,True,UNK,0,Kirkland,Rev,0,-1,-1
628,Yes,First,"Longley, Miss. Gretchen Fiske",female,Young Adults (19-30),0,0,13502,77.9583,D9,S,True,D,1,Longley,Miss,0,-1,-1
629,No,Third,"Bostandyeff, Mr. Guentcho",male,Young Adults (19-30),0,0,349224,7.8958,UNK,S,True,UNK,0,Bostandyeff,Mr,0,-1,-1
630,No,Third,"O'Connell, Mr. Patrick D",male,Young Adults (19-30),0,0,334912,7.7333,UNK,Q,True,UNK,0,O'Connell,Mr,0,-1,-1
631,Yes,First,"Barkworth, Mr. Algernon Henry Wilson",male,Elderly (60+),0,0,27042,30.0,A23,S,True,A,1,Barkworth,Mr,0,-1,-1
632,No,Third,"Lundahl, Mr. Johan Svensson",male,Middle Age (46-60),0,0,347743,7.0542,UNK,S,True,UNK,0,Lundahl,Mr,0,-1,-1
633,Yes,First,"Stahelin-Maeglin, Dr. Max",male,Adults (31-45),0,0,13214,30.5,B50,C,True,B,1,Stahelin-Maeglin,Dr,0,-1,-1
634,No,First,"Parr, Mr. William Henry Marsh",male,Adults (31-45),0,0,112052,0.0,UNK,S,True,UNK,0,Parr,Mr,0,-1,-1
635,No,Third,"Skoog, Miss. Mabel",female,Infants (0-12),3,2,347088,27.9,UNK,S,False,UNK,0,Skoog,Miss,5,44,0
636,Yes,Second,"Davis, Miss. Mary",female,Young Adults (19-30),0,0,237668,13.0,UNK,S,True,UNK,0,Davis,Miss,0,-1,-1
637,No,Third,"Leinonen, Mr. Antti Gustaf",male,Adults (31-45),0,0,STON/O 2. 3101292,7.925,UNK,S,True,UNK,0,Leinonen,Mr,0,-1,-1
638,No,Second,"Collyer, Mr. Harvey",male,Adults (31-45),1,1,C.A. 31921,26.25,UNK,S,False,UNK,0,Collyer,Mr,2,11,0
639,No,Third,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,Adults (31-45),0,5,3101295,39.6875,UNK,S,False,UNK,0,Panula,Mrs,5,40,0
640,No,Third,"Thorneycroft, Mr. Percival",male,Young Adults (19-30),1,0,376564,16.1,UNK,S,False,UNK,0,Thorneycroft,Mr,1,48,0
641,No,Third,"Jensen, Mr. Hans Peder",male,Young Adults (19-30),0,0,350050,7.8542,UNK,S,True,UNK,0,Jensen,Mr,0,-1,-1
642,Yes,First,"Sagesser, Mlle. Emma",female,Young Adults (19-30),0,0,PC 17477,69.3,B35,C,True,B,1,Sagesser,Mlle,0,-1,-1
643,No,Third,"Skoog, Miss. Margit Elizabeth",female,Infants (0-12),3,2,347088,27.9,UNK,S,False,UNK,0,Skoog,Miss,5,44,0
644,Yes,Third,"Foo, Mr. Choong",male,Young Adults (19-30),0,0,1601,56.4958,UNK,S,True,UNK,0,Foo,Mr,0,-1,-1
645,Yes,Third,"Baclini, Miss. Eugenie",female,Infants (0-12),2,1,2666,19.2583,UNK,C,False,UNK,0,Baclini,Miss,3,3,1
646,Yes,First,"Harper, Mr. Henry Sleeper",male,Middle Age (46-60),1,0,PC 17572,76.7292,D33,C,False,D,1,Harper,Mr,1,20,1
647,No,Third,"Cor, Mr. Liudevit",male,Young Adults (19-30),0,0,349231,7.8958,UNK,S,True,UNK,0,Cor,Mr,0,-1,-1
648,Yes,First,"Simonius-Blumer, Col. Oberst Alfons",male,Middle Age (46-60),0,0,13213,35.5,A26,C,True,A,1,Simonius-Blumer,Col,0,-1,-1
649,No,Third,"Willey, Mr. Edward",male,Young Adults (19-30),0,0,S.O./P.P. 751,7.55,UNK,S,True,UNK,0,Willey,Mr,0,-1,-1
650,Yes,Third,"Stanley, Miss. Amy Zillah Elsie",female,Young Adults (19-30),0,0,CA. 2314,7.55,UNK,S,True,UNK,0,Stanley,Miss,0,-1,-1
651,No,Third,"Mitkoff, Mr. Mito",male,Young Adults (19-30),0,0,349221,7.8958,UNK,S,True,UNK,0,Mitkoff,Mr,0,-1,-1
652,Yes,Second,"Doling, Miss. Elsie",female,Teens (13-18),0,1,231919,23.0,UNK,S,False,UNK,0,Doling,Miss,1,13,1
653,No,Third,"Kalvik, Mr. Johannes Halvorsen",male,Young Adults (19-30),0,0,8475,8.4333,UNK,S,True,UNK,0,Kalvik,Mr,0,-1,-1
654,Yes,Third,"O'Leary, Miss. Hanora ""Norah""",female,Young Adults (19-30),0,0,330919,7.8292,UNK,Q,True,UNK,0,O'Leary,Miss,0,-1,-1
655,No,Third,"Hegarty, Miss. Hanora ""Nora""",female,Teens (13-18),0,0,365226,6.75,UNK,Q,True,UNK,0,Hegarty,Miss,0,-1,-1
656,No,Second,"Hickman, Mr. Leonard Mark",male,Young Adults (19-30),2,0,S.O.C. 14879,73.5,UNK,S,False,UNK,0,Hickman,Mr,2,23,0
657,No,Third,"Radeff, Mr. Alexander",male,Young Adults (19-30),0,0,349223,7.8958,UNK,S,True,UNK,0,Radeff,Mr,0,-1,-1
658,No,Third,"Bourke, Mrs. John (Catherine)",female,Adults (31-45),1,1,364849,15.5,UNK,Q,False,UNK,0,Bourke,Mrs,2,-1,-1
659,No,Second,"Eitemiller, Mr. George Floyd",male,Young Adults (19-30),0,0,29751,13.0,UNK,S,True,UNK,0,Eitemiller,Mr,0,-1,-1
660,No,First,"Newell, Mr. Arthur Webster",male,Middle Age (46-60),0,2,35273,113.275,D48,C,False,D,1,Newell,Mr,2,37,0
661,Yes,First,"Frauenthal, Dr. Henry William",male,Middle Age (46-60),2,0,PC 17611,133.65,UNK,S,False,UNK,0,Frauenthal,Dr,2,-1,-1
662,No,Third,"Badt, Mr. Mohamed",male,Adults (31-45),0,0,2623,7.225,UNK,C,True,UNK,0,Badt,Mr,0,-1,-1
663,No,First,"Colley, Mr. Edward Pomeroy",male,Middle Age (46-60),0,0,5727,25.5875,E58,S,True,E,1,Colley,Mr,0,-1,-1
664,No,Third,"Coleff, Mr. Peju",male,Adults (31-45),0,0,349210,7.4958,UNK,S,True,UNK,0,Coleff,Mr,0,-1,-1
665,Yes,Third,"Lindqvist, Mr. Eino William",male,Young Adults (19-30),1,0,STON/O 2. 3101285,7.925,UNK,S,False,UNK,0,Lindqvist,Mr,1,-1,-1
666,No,Second,"Hickman, Mr. Lewis",male,Adults (31-45),2,0,S.O.C. 14879,73.5,UNK,S,False,UNK,0,Hickman,Mr,2,23,0
667,No,Second,"Butler, Mr. Reginald Fenton",male,Young Adults (19-30),0,0,234686,13.0,UNK,S,True,UNK,0,Butler,Mr,0,-1,-1
668,No,Third,"Rommetvedt, Mr. Knud Paust",male,Young Adults (19-30),0,0,312993,7.775,UNK,S,True,UNK,0,Rommetvedt,Mr,0,-1,-1
669,No,Third,"Cook, Mr. Jacob",male,Adults (31-45),0,0,A/5 3536,8.05,UNK,S,True,UNK,0,Cook,Mr,0,-1,-1
670,Yes,First,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,Adults (31-45),1,0,19996,52.0,C126,S,False,C,1,Taylor,Mrs,1,46,1
671,Yes,Second,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,Adults (31-45),1,1,29750,39.0,UNK,S,False,UNK,0,Brown,Mrs,2,-1,-1
672,No,First,"Davidson, Mr. Thornton",male,Adults (31-45),1,0,F.C. 12750,52.0,B71,S,False,B,1,Davidson,Mr,1,-1,-1
673,No,Second,"Mitchell, Mr. Henry Michael",male,Elderly (60+),0,0,C.A. 24580,10.5,UNK,S,True,UNK,0,Mitchell,Mr,0,-1,-1
674,Yes,Second,"Wilhelms, Mr. Charles",male,Adults (31-45),0,0,244270,13.0,UNK,S,True,UNK,0,Wilhelms,Mr,0,-1,-1
675,No,Second,"Watson, Mr. Ennis Hastings",male,Young Adults (19-30),0,0,239856,0.0,UNK,S,True,UNK,0,Watson,Mr,0,-1,-1
676,No,Third,"Edvardsson, Mr. Gustaf Hjalmar",male,Teens (13-18),0,0,349912,7.775,UNK,S,True,UNK,0,Edvardsson,Mr,0,-1,-1
677,No,Third,"Sawyer, Mr. Frederick Charles",male,Young Adults (19-30),0,0,342826,8.05,UNK,S,True,UNK,0,Sawyer,Mr,0,-1,-1
678,Yes,Third,"Turja, Miss. Anna Sofia",female,Teens (13-18),0,0,4138,9.8417,UNK,S,True,UNK,0,Turja,Miss,0,-1,-1
679,No,Third,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,Adults (31-45),1,6,CA 2144,46.9,UNK,S,False,UNK,0,Goodwin,Mrs,7,-1,-1
681,No,Third,"Peters, Miss. Katie",female,Young Adults (19-30),0,0,330935,8.1375,UNK,Q,True,UNK,0,Peters,Miss,0,-1,-1
682,Yes,First,"Hassab, Mr. Hammad",male,Young Adults (19-30),0,0,PC 17572,76.7292,D49,C,True,D,1,Hassab,Mr,0,-1,-1
683,No,Third,"Olsvigen, Mr. Thor Anderson",male,Young Adults (19-30),0,0,6563,9.225,UNK,S,True,UNK,0,Olsvigen,Mr,0,-1,-1
684,No,Third,"Goodwin, Mr. Charles Edward",male,Teens (13-18),5,2,CA 2144,46.9,UNK,S,False,UNK,0,Goodwin,Mr,7,-1,-1
685,No,Second,"Brown, Mr. Thomas William Solomon",male,Middle Age (46-60),1,1,29750,39.0,UNK,S,False,UNK,0,Brown,Mr,2,-1,-1
686,No,Second,"Laroche, Mr. Joseph Philippe Lemercier",male,Young Adults (19-30),1,2,SC/Paris 2123,41.5792,UNK,C,False,UNK,0,Laroche,Mr,3,-1,-1
687,No,Third,"Panula, Mr. Jaako Arnold",male,Teens (13-18),4,1,3101295,39.6875,UNK,S,False,UNK,0,Panula,Mr,5,40,0
